prop_id,Win,Bet,Prop_OU,abs_resid
Gordon Hayward_Total Points_2021-03-18,0,0.04,Total Points_Over,1.3999999999999986
Markieff Morris_Total Points_2021-03-18,1,0.08,Total Points_Under,1.0999999999999996
P.J. Washington_Total Points_2021-03-18,1,0.09,Total Points_Over,1.5
LeBron James_Total Rebounds and Assists_2021-03-18,1,0.01,Total Rebounds and Assists_Under,0.6499999999999986
Markieff Morris_Total Rebounds and Assists_2021-03-18,1,0.05,Total Rebounds and Assists_Over,0.5699999999999994
P.J. Washington_Total Rebounds and Assists_2021-03-18,1,0.09,Total Rebounds and Assists_Over,0.7899999999999991
"Gordon Hayward_Total Points, Rebounds and Assists_2021-03-18",0,0.03,"Total Points, Rebounds and Assists_Over",1.3499999999999979
"P.J. Washington_Total Points, Rebounds and Assists_2021-03-18",1,0.07,"Total Points, Rebounds and Assists_Over",1.7899999999999991
"Terry Rozier_Total Points, Rebounds and Assists_2021-03-18",0,0.01,"Total Points, Rebounds and Assists_Under",0.7800000000000011
Dennis Schroder_Total Made 3 Point Shots_2021-03-18,1,0.28,Total Made 3 Point Shots_Over,0.19999999999999996
Gordon Hayward_Total Made 3 Point Shots_2021-03-18,0,0.17,Total Made 3 Point Shots_Over,0.33000000000000007
LaMelo Ball_Total Made 3 Point Shots_2021-03-18,1,0.07,Total Made 3 Point Shots_Under,0.5900000000000001
LeBron James_Total Made 3 Point Shots_2021-03-18,1,0.06,Total Made 3 Point Shots_Over,0.1299999999999999
Markieff Morris_Total Made 3 Point Shots_2021-03-18,1,0.13,Total Made 3 Point Shots_Under,0.3899999999999999
Terry Rozier_Total Made 3 Point Shots_2021-03-18,0,0.02,Total Made 3 Point Shots_Over,0.3500000000000001
Dennis Schroder_Total Blocks and Steals_2021-03-18,1,0.22,Total Blocks and Steals_Under,0.52
P.J. Washington_Total Blocks and Steals_2021-03-18,1,0.14,Total Blocks and Steals_Over,0.30000000000000004
C.J. McCollum_Total Points_2021-03-18,0,0.04,Total Points_Over,1.6999999999999993
Derrick Jones Jr._Total Points_2021-03-18,1,0.02,Total Points_Over,0.40000000000000036
Enes Kanter_Total Points_2021-03-18,1,0.03,Total Points_Over,0.8000000000000007
Eric Bledsoe_Total Points_2021-03-18,0,0.07,Total Points_Over,1.0999999999999996
Lonzo Ball_Total Points_2021-03-18,1,0.01,Total Points_Over,0.5999999999999996
Robert Covington_Total Points_2021-03-18,1,0.2,Total Points_Over,1.9000000000000004
Steven Adams_Total Points_2021-03-18,0,0.05,Total Points_Over,0.6999999999999993
Steven Adams_Total Rebounds_2021-03-18,1,0.02,Total Rebounds_Over,0.34999999999999964
C.J. McCollum_Total Rebounds and Assists_2021-03-18,0,0.08,Total Rebounds and Assists_Over,0.6900000000000013
Enes Kanter_Total Rebounds and Assists_2021-03-18,1,0.13,Total Rebounds and Assists_Over,1.42
Lonzo Ball_Total Rebounds and Assists_2021-03-18,0,0.06,Total Rebounds and Assists_Under,1.1799999999999997
Robert Covington_Total Rebounds and Assists_2021-03-18,1,0.02,Total Rebounds and Assists_Over,0.2599999999999998
"C.J. McCollum_Total Points, Rebounds and Assists_2021-03-18",0,0.04,"Total Points, Rebounds and Assists_Over",1.8900000000000006
"Enes Kanter_Total Points, Rebounds and Assists_2021-03-18",1,0.08,"Total Points, Rebounds and Assists_Over",2.219999999999999
"Eric Bledsoe_Total Points, Rebounds and Assists_2021-03-18",0,0.01,"Total Points, Rebounds and Assists_Over",0.5399999999999991
"Robert Covington_Total Points, Rebounds and Assists_2021-03-18",1,0.07,"Total Points, Rebounds and Assists_Over",1.6600000000000001
Anthony Edwards_Total Points_2021-03-18,0,0.02,Total Points_Under,1.3999999999999986
Deandre Ayton_Total Points_2021-03-18,1,0.01,Total Points_Under,0.8000000000000007
Jae Crowder_Total Points_2021-03-18,1,0.07,Total Points_Under,1
Anthony Edwards_Total Rebounds and Assists_2021-03-18,1,0.06,Total Rebounds and Assists_Over,0.7300000000000004
Chris Paul_Total Rebounds and Assists_2021-03-18,1,0.01,Total Rebounds and Assists_Under,0.28999999999999915
Devin Booker_Total Rebounds and Assists_2021-03-18,0,0.05,Total Rebounds and Assists_Under,0.5899999999999999
Jae Crowder_Total Rebounds and Assists_2021-03-18,0,0.01,Total Rebounds and Assists_Under,0.08000000000000007
Mikal Bridges_Total Rebounds and Assists_2021-03-18,1,0.11,Total Rebounds and Assists_Over,1.0999999999999996
"Jae Crowder_Total Points, Rebounds and Assists_2021-03-18",1,0.07,"Total Points, Rebounds and Assists_Under",1.5800000000000018
"Mikal Bridges_Total Points, Rebounds and Assists_2021-03-18",1,0.01,"Total Points, Rebounds and Assists_Over",0.6999999999999993
Frank Ntilikina_Total Points_2021-03-18,0,0.17,Total Points_Under,1.7999999999999998
Reggie Bullock_Total Points_2021-03-18,1,0.02,Total Points_Over,0.9000000000000004
Frank Ntilikina_Total Rebounds and Assists_2021-03-18,1,0.43,Total Rebounds and Assists_Under,3.02
Reggie Bullock_Total Rebounds and Assists_2021-03-18,1,0.1,Total Rebounds and Assists_Over,0.5899999999999999
"Frank Ntilikina_Total Points, Rebounds and Assists_2021-03-18",1,0.3,"Total Points, Rebounds and Assists_Under",5.32
"Reggie Bullock_Total Points, Rebounds and Assists_2021-03-18",1,0.02,"Total Points, Rebounds and Assists_Over",0.990000000000002
Al Horford_Total Points_2021-03-18,0,0.06,Total Points_Over,1.4000000000000004
Tony Snell_Total Points_2021-03-18,1,0.03,Total Points_Under,0.5
Kevin Huerter_Total Rebounds and Assists_2021-03-18,0,0.03,Total Rebounds and Assists_Under,0.6699999999999999
"Tony Snell_Total Points, Rebounds and Assists_2021-03-18",1,0.04,"Total Points, Rebounds and Assists_Under",0.8900000000000006
Bojan Bogdanovic_Total Points_2021-03-18,1,0.03,Total Points_Under,1.3000000000000007
Royce O'Neale_Total Points_2021-03-18,1,0.02,Total Points_Over,0.5
Rui Hachimura_Total Points_2021-03-18,1,0.01,Total Points_Under,0.40000000000000036
Rudy Gobert_Total Rebounds_2021-03-18,1,0.08,Total Rebounds_Under,1.0299999999999994
Rudy Gobert_Total Points and Rebounds_2021-03-18,1,0.03,Total Points and Rebounds_Under,1.129999999999999
Bradley Beal_Total Rebounds and Assists_2021-03-18,1,0.01,Total Rebounds and Assists_Under,0.75
Donovan Mitchell_Total Rebounds and Assists_2021-03-18,0,0.05,Total Rebounds and Assists_Over,1.0899999999999999
Joe Ingles_Total Rebounds and Assists_2021-03-18,0,0.02,Total Rebounds and Assists_Over,0.10999999999999943
"Bojan Bogdanovic_Total Points, Rebounds and Assists_2021-03-18",1,0.01,"Total Points, Rebounds and Assists_Under",1.5500000000000007
"Rui Hachimura_Total Points, Rebounds and Assists_2021-03-18",1,0.01,"Total Points, Rebounds and Assists_Under",0.6999999999999993
Bradley Beal_Total Made 3 Point Shots_2021-03-18,1,0.49,Total Made 3 Point Shots_Over,1
Royce O'Neale_Total Made 3 Point Shots_2021-03-18,1,0.04,Total Made 3 Point Shots_Over,0.1100000000000001
Bradley Beal_Total Blocks and Steals_2021-03-18,0,0.11,Total Blocks and Steals_Over,0.25
Rudy Gobert_Total Blocks and Steals_2021-03-18,1,0.03,Total Blocks and Steals_Over,0.41000000000000014
Anthony Edwards_Total Points_2021-03-19,1,0.04,Total Points_Under,1.1999999999999993
Chris Paul_Total Points_2021-03-19,1,0.02,Total Points_Over,0.5
Jae Crowder_Total Points_2021-03-19,1,0.06,Total Points_Under,1.1999999999999993
Ricky Rubio_Total Points_2021-03-19,1,0.05,Total Points_Over,0.8000000000000007
Deandre Ayton_Total Rebounds_2021-03-19,0,0.07,Total Rebounds_Over,0.6899999999999995
Anthony Edwards_Total Rebounds and Assists_2021-03-19,1,0.07,Total Rebounds and Assists_Over,0.6400000000000006
Devin Booker_Total Rebounds and Assists_2021-03-19,0,0.08,Total Rebounds and Assists_Under,1.1199999999999992
Jae Crowder_Total Rebounds and Assists_2021-03-19,0,0.02,Total Rebounds and Assists_Over,0.5500000000000007
"Jae Crowder_Total Points, Rebounds and Assists_2021-03-19",1,0.02,"Total Points, Rebounds and Assists_Under",1.1499999999999986
Jamal Murray_Total Points_2021-03-19,1,0.05,Total Points_Over,1.3999999999999986
Lauri Markkanen_Total Points_2021-03-19,0,0.01,Total Points_Over,0.6000000000000014
Michael Porter Jr._Total Points_2021-03-19,0,0.04,Total Points_Under,0.8999999999999986
Patrick Williams_Total Points_2021-03-19,0,0.05,Total Points_Over,0.5999999999999996
Paul Millsap_Total Points_2021-03-19,0,0.18,Total Points_Over,1.8000000000000007
Will Barton_Total Points_2021-03-19,1,0.09,Total Points_Over,1.5
Zach Lavine_Total Points_2021-03-19,0,0.02,Total Points_Under,0.8999999999999986
Michael Porter Jr._Total Rebounds and Assists_2021-03-19,1,0.05,Total Rebounds and Assists_Under,0.8100000000000005
Patrick Williams_Total Rebounds and Assists_2021-03-19,1,0.04,Total Rebounds and Assists_Over,0.29000000000000004
Thaddeus Young_Total Rebounds and Assists_2021-03-19,0,0.05,Total Rebounds and Assists_Under,1.25
Will Barton_Total Rebounds and Assists_2021-03-19,1,0.06,Total Rebounds and Assists_Over,0.8300000000000001
Zach Lavine_Total Rebounds and Assists_2021-03-19,1,0.04,Total Rebounds and Assists_Under,0.7599999999999998
"Jamal Murray_Total Points, Rebounds and Assists_2021-03-19",1,0.01,"Total Points, Rebounds and Assists_Over",1.6400000000000006
"Michael Porter Jr._Total Points, Rebounds and Assists_2021-03-19",0,0.03,"Total Points, Rebounds and Assists_Under",1.7099999999999973
"Patrick Williams_Total Points, Rebounds and Assists_2021-03-19",0,0.02,"Total Points, Rebounds and Assists_Over",0.8900000000000006
"Paul Millsap_Total Points, Rebounds and Assists_2021-03-19",0,0.04,"Total Points, Rebounds and Assists_Over",1.4699999999999989
"Thaddeus Young_Total Points, Rebounds and Assists_2021-03-19",0,0.02,"Total Points, Rebounds and Assists_Under",0.9499999999999993
"Will Barton_Total Points, Rebounds and Assists_2021-03-19",1,0.08,"Total Points, Rebounds and Assists_Over",2.3299999999999983
Evan Fournier_Total Points_2021-03-19,1,0.01,Total Points_Over,0.8000000000000007
Jeff Green_Total Points_2021-03-19,1,0.03,Total Points_Under,1
Kyrie Irving_Total Points_2021-03-19,0,0.02,Total Points_Under,1.6999999999999993
Nikola Vucevic_Total Points_2021-03-19,1,0.01,Total Points_Under,0.8000000000000007
DeAndre Jordan_Total Rebounds_2021-03-19,0,0.04,Total Rebounds_Over,0.5600000000000005
Evan Fournier_Total Rebounds and Assists_2021-03-19,0,0.04,Total Rebounds and Assists_Over,0.3600000000000003
James Harden_Total Rebounds and Assists_2021-03-19,1,0.02,Total Rebounds and Assists_Under,1.5399999999999991
Jeff Green_Total Rebounds and Assists_2021-03-19,1,0.05,Total Rebounds and Assists_Under,0.5999999999999996
Joe Harris_Total Rebounds and Assists_2021-03-19,1,0.01,Total Rebounds and Assists_Over,0.33000000000000007
"James Harden_Total Points, Rebounds and Assists_2021-03-19",1,0.01,"Total Points, Rebounds and Assists_Under",1.9399999999999977
"Jeff Green_Total Points, Rebounds and Assists_2021-03-19",1,0.03,"Total Points, Rebounds and Assists_Under",1.0999999999999979
"Kyrie Irving_Total Points, Rebounds and Assists_2021-03-19",0,0.01,"Total Points, Rebounds and Assists_Under",1.8799999999999955
Bam Adebayo_Total Points_2021-03-19,1,0.03,Total Points_Over,1.3000000000000007
Caris LeVert_Total Points_2021-03-19,1,0.07,Total Points_Under,1.5999999999999996
Domantas Sabonis_Total Points_2021-03-19,0,0.04,Total Points_Over,1.3999999999999986
Duncan Robinson_Total Points_2021-03-19,0,0.02,Total Points_Over,0.5999999999999996
Jimmy Butler_Total Points_2021-03-19,1,0.07,Total Points_Under,2.8000000000000007
Kelly Olynyk_Total Points_2021-03-19,0,0.04,Total Points_Over,0.9000000000000004
Kendrick Nunn_Total Points_2021-03-19,0,0.04,Total Points_Over,0.5
Myles Turner_Total Points_2021-03-19,1,0.04,Total Points_Over,0.9000000000000004
Myles Turner_Total Rebounds_2021-03-19,1,0.01,Total Rebounds_Under,0.34999999999999964
Bam Adebayo_Total Rebounds and Assists_2021-03-19,1,0.11,Total Rebounds and Assists_Under,2.4200000000000017
Caris LeVert_Total Rebounds and Assists_2021-03-19,0,0.11,Total Rebounds and Assists_Under,1.7200000000000006
Domantas Sabonis_Total Rebounds and Assists_2021-03-19,0,0.09,Total Rebounds and Assists_Under,2.530000000000001
Duncan Robinson_Total Rebounds and Assists_2021-03-19,1,0.02,Total Rebounds and Assists_Under,0.3100000000000005
Justin Holiday_Total Rebounds and Assists_2021-03-19,0,0.07,Total Rebounds and Assists_Over,0.4299999999999997
Kendrick Nunn_Total Rebounds and Assists_2021-03-19,1,0.08,Total Rebounds and Assists_Under,0.5899999999999999
Malcolm Brogdon_Total Rebounds and Assists_2021-03-19,0,0.04,Total Rebounds and Assists_Over,0.5199999999999996
"Caris LeVert_Total Points, Rebounds and Assists_2021-03-19",1,0.1,"Total Points, Rebounds and Assists_Under",3.8200000000000003
"Jimmy Butler_Total Points, Rebounds and Assists_2021-03-19",1,0.03,"Total Points, Rebounds and Assists_Under",2.3999999999999986
Andrew Wiggins_Total Points_2021-03-19,1,0.04,Total Points_Over,1.6999999999999993
Dillon Brooks_Total Points_2021-03-19,0,0.01,Total Points_Over,0.8000000000000007
Draymond Green_Total Points_2021-03-19,1,0.18,Total Points_Under,2.2
Grayson Allen_Total Points_2021-03-19,0,0.01,Total Points_Under,0.5
Jonas Valanciunas_Total Points_2021-03-19,0,0.06,Total Points_Over,1.6000000000000014
Kyle Anderson_Total Points_2021-03-19,0,0.06,Total Points_Over,1
Jonas Valanciunas_Total Points and Rebounds_2021-03-19,0,0.03,Total Points and Rebounds_Over,1.740000000000002
Dillon Brooks_Total Rebounds and Assists_2021-03-19,0,0.06,Total Rebounds and Assists_Over,0.3700000000000001
Draymond Green_Total Rebounds and Assists_2021-03-19,0,0.11,Total Rebounds and Assists_Under,2.210000000000001
Grayson Allen_Total Rebounds and Assists_2021-03-19,0,0.07,Total Rebounds and Assists_Under,0.5800000000000001
Kevon Looney_Total Rebounds and Assists_2021-03-19,1,0.01,Total Rebounds and Assists_Under,0.3899999999999997
Kyle Anderson_Total Rebounds and Assists_2021-03-19,0,0.08,Total Rebounds and Assists_Over,0.9000000000000004
"Andrew Wiggins_Total Points, Rebounds and Assists_2021-03-19",1,0.04,"Total Points, Rebounds and Assists_Over",2.16
"Dillon Brooks_Total Points, Rebounds and Assists_2021-03-19",0,0.01,"Total Points, Rebounds and Assists_Over",0.6699999999999982
"Draymond Green_Total Points, Rebounds and Assists_2021-03-19",0,0.11,"Total Points, Rebounds and Assists_Under",3.91
"Grayson Allen_Total Points, Rebounds and Assists_2021-03-19",0,0.05,"Total Points, Rebounds and Assists_Under",1.58
"Kyle Anderson_Total Points, Rebounds and Assists_2021-03-19",0,0.06,"Total Points, Rebounds and Assists_Over",1.9000000000000021
Delon Wright_Total Points_2021-03-19,0,0.03,Total Points_Over,0.8000000000000007
Jerami Grant_Total Points_2021-03-19,0,0.02,Total Points_Over,1.6000000000000014
Saddiq Bey_Total Points_2021-03-19,1,0.05,Total Points_Over,1.1999999999999993
Delon Wright_Total Rebounds and Assists_2021-03-19,1,0.05,Total Rebounds and Assists_Over,1.120000000000001
Saddiq Bey_Total Rebounds and Assists_2021-03-19,1,0.07,Total Rebounds and Assists_Over,0.5099999999999998
"Delon Wright_Total Points, Rebounds and Assists_2021-03-19",0,0.03,"Total Points, Rebounds and Assists_Over",1.9200000000000017
"Jerami Grant_Total Points, Rebounds and Assists_2021-03-19",0,0.01,"Total Points, Rebounds and Assists_Over",1.370000000000001
"Saddiq Bey_Total Points, Rebounds and Assists_2021-03-19",1,0.07,"Total Points, Rebounds and Assists_Over",2.2099999999999973
Darius Garland_Total Points_2021-03-19,1,0.03,Total Points_Over,1.3000000000000007
Dejounte Murray_Total Points_2021-03-19,0,0.02,Total Points_Under,0.6999999999999993
DeMar DeRozan_Total Points_2021-03-19,0,0.03,Total Points_Under,1.1000000000000014
Isaac Okoro_Total Points_2021-03-19,0,0.01,Total Points_Over,0.40000000000000036
Jarrett Allen_Total Points_2021-03-19,1,0.05,Total Points_Over,1.1999999999999993
Keldon Johnson_Total Points_2021-03-19,1,0.19,Total Points_Over,2.6999999999999993
Larry Nance Jr._Total Points_2021-03-19,0,0.15,Total Points_Over,1.9000000000000004
Jarrett Allen_Total Rebounds_2021-03-19,0,0.1,Total Rebounds_Over,1.4499999999999993
Jarrett Allen_Total Points and Rebounds_2021-03-19,1,0.05,Total Points and Rebounds_Over,2.6499999999999986
Collin Sexton_Total Rebounds and Assists_2021-03-19,1,0.06,Total Rebounds and Assists_Over,0.6999999999999993
Darius Garland_Total Rebounds and Assists_2021-03-19,1,0.14,Total Rebounds and Assists_Over,1.1900000000000013
Dejounte Murray_Total Rebounds and Assists_2021-03-19,0,0.05,Total Rebounds and Assists_Over,0.6699999999999999
DeMar DeRozan_Total Rebounds and Assists_2021-03-19,1,0.07,Total Rebounds and Assists_Under,1.5500000000000007
Derrick White_Total Rebounds and Assists_2021-03-19,1,0.04,Total Rebounds and Assists_Under,0.6299999999999999
Keldon Johnson_Total Rebounds and Assists_2021-03-19,1,0.11,Total Rebounds and Assists_Over,1.08
"Darius Garland_Total Points, Rebounds and Assists_2021-03-19",1,0.05,"Total Points, Rebounds and Assists_Over",2.4899999999999984
"DeMar DeRozan_Total Points, Rebounds and Assists_2021-03-19",1,0.05,"Total Points, Rebounds and Assists_Under",2.6499999999999986
"Keldon Johnson_Total Points, Rebounds and Assists_2021-03-19",1,0.18,"Total Points, Rebounds and Assists_Over",4.280000000000001
"Larry Nance Jr._Total Points, Rebounds and Assists_2021-03-19",0,0.07,"Total Points, Rebounds and Assists_Over",2.5
Daniel Theis_Total Points_2021-03-19,1,0.03,Total Points_Over,0.5
Harrison Barnes_Total Points_2021-03-19,0,0.01,Total Points_Over,0.8000000000000007
Jaylen Brown_Total Points_2021-03-19,0,0.02,Total Points_Over,1.5
Jayson Tatum_Total Points_2021-03-19,1,0.06,Total Points_Under,1.8999999999999986
Kemba Walker_Total Points_2021-03-19,0,0.02,Total Points_Over,1
Richaun Holmes_Total Points and Rebounds_2021-03-19,0,0.02,Total Points and Rebounds_Under,0.46999999999999886
Daniel Theis_Total Rebounds and Assists_2021-03-19,1,0.05,Total Rebounds and Assists_Over,0.8599999999999994
Harrison Barnes_Total Rebounds and Assists_2021-03-19,1,0.01,Total Rebounds and Assists_Over,0.6799999999999997
Jaylen Brown_Total Rebounds and Assists_2021-03-19,1,0.09,Total Rebounds and Assists_Over,1.3900000000000006
Jayson Tatum_Total Rebounds and Assists_2021-03-19,0,0.07,Total Rebounds and Assists_Over,1.120000000000001
Kemba Walker_Total Rebounds and Assists_2021-03-19,1,0.03,Total Rebounds and Assists_Over,0.35999999999999943
Tyrese Haliburton_Total Rebounds and Assists_2021-03-19,1,0.13,Total Rebounds and Assists_Over,1.42
"Daniel Theis_Total Points, Rebounds and Assists_2021-03-19",1,0.01,"Total Points, Rebounds and Assists_Over",0.8599999999999994
"Harrison Barnes_Total Points, Rebounds and Assists_2021-03-19",1,0.01,"Total Points, Rebounds and Assists_Over",0.9800000000000004
